satNo,name,line1,line2,inclination,apogee,raan,argument_of_perigee,eccentricity,mean_motion,hdbscan_labels
27943,BILSAT 1,1 27943U 03042E   26026.87576123  .00000749  00000-0  14299-3 0  9997,2 27943  98.3802 193.8154 0011992  75.6092 284.6441 14.66931170193403,98.3802,686.4722212172682,193.8154,75.6092,0.0011992,14.6693117,65
27944,LARETS,1 27944U 03042F   26027.30779000  .00000186  00000-0  45197-4 0  9993,2 27944  98.3941 186.6982 0013396 113.6384 246.6226 14.63836303192759,98.3941,697.4071459942237,186.6982,113.6384,0.0013396,14.63836303,-1
27945,KAISTSAT 4,1 27945U 03042G   26026.45572452  .00000860  00000-0  15989-3 0  9995,2 27945  98.3659 191.9867 0012537  65.6309 294.6202 14.67734336193245,98.3659,684.2813820654983,191.9867,65.6309,0.0012537,14.67734336,152
28220,TANSUO 1,1 28220U 04012A   26027.15096605  .00022703  00000-0  79125-3 0  9991,2 28220  97.8861  96.3986 0006655 148.6957 211.4680 15.29642240189508,97.8861,488.57996070789545,96.3986,148.6957,0.0006655,15.2964224,243
28221,NAXING 1,1 28221U 04012B   26027.32655521  .00004449  00000-0  31632-3 0  9997,2 28221  98.0187  49.7137 0010370 199.0091 161.0749 15.05188147186059,98.0187,565.2506451806547,49.7137,199.0091,0.001037,15.05188147,-1
28230,GP-B,1 28230U 04014A   26027.08784149  .00001355  00000-0  16476-3 0  9993,2 28230  89.8407  52.9094 0003407  86.1708 273.9907 14.83024946631431,89.8407,629.3132782073048,52.9094,86.1708,0.0003407,14.83024946,16
28368,DEMETER,1 28368U 04025C   26027.19382642  .00003312  00000-0  41222-3 0  9993,2 28368  98.1122   4.6869 0001104 114.7094 245.4234 14.83210835159775,98.1122,627.1168837780393,4.6869,114.7094,0.0001104,14.83210835,-1
28376,AURA,1 28376U 04026A   26027.26529754  .00001858  00000-0  38810-3 0  9990,2 28376  98.3245 342.7216 0001504  67.9764 292.1596 14.61050963145631,98.3245,697.9825740225548,342.7216,67.9764,0.0001504,14.61050963,66
28413,SHIJIAN 6 01A (SJ-6 01A),1 28413U 04035A   26027.06442320  .00013277  00000-0  70177-3 0  9993,2 28413  97.6030  53.9149 0004699 262.4310  97.6389 15.15602936166072,97.603,529.526739336173,53.9149,262.431,0.0004699,15.15602936,-1
28414,SHIJIAN 6 01B (SJ-6 01B),1 28414U 04035B   26027.31088310  .00003771  00000-0  26711-3 0  9990,2 28414  97.6177  47.0065 0003035 256.8583 103.2305 15.05412849165621,97.6177,559.4784487350136,47.0065,256.8583,0.0003035,15.05412849,126
28470,JB-3 C,1 28470U 04044A   26027.33150762  .00006798  00000-0  33213-3 0  9992,2 28470  97.2545 186.3485 0034146 356.2968   3.8009 15.18037336166401,97.2545,542.4361322743092,186.3485,356.2968,0.0034146,15.18037336,153
28479,SHIYAN 2 (SY-2),1 28479U 04046A   26026.79230310  .00001836  00000-0  34200-3 0  9995,2 28479  98.0620  39.3236 0009451 355.4955   4.6162 14.66220375129083,98.062,686.961185525666,39.3236,355.4955,0.0009451,14.66220375,-1
28485,SWIFT,1 28485U 04047A   26026.77901106  .00064264  00000-0  90358-3 0  9999,2 28485  20.5526 185.1777 0003926 135.9606 224.1151 15.54943674164729,20.5526,412.1153730348684,185.1777,135.9606,0.0003926,15.54943674,-1
28492,HELIOS 2A,1 28492U 04049A   26027.32377411  .00003522  00000-0  27192-3 0  9993,2 28492  98.2798  71.7161 0003663  81.0633 279.1005 15.02280597132618,98.2798,569.5441664993511,71.7161,81.0633,0.0003663,15.02280597,-1
28493,NANOSAT(1),1 28493U 04049B   26027.27246087  .00002458  00000-0  33388-3 0  9993,2 28493  98.2038 160.7136 0004646  40.0055 320.1498 14.79776499134600,98.2038,640.4227018436864,160.7136,40.0055,0.0004646,14.79776499,195
28494,ESSAIM-1,1 28494U 04049C   26027.17482964  .00002561  00000-0  30034-3 0  9999,2 28494  98.3232 249.9118 0001509  97.7510 262.3875 14.85929429137348,98.3232,618.86168535122,249.9118,97.751,0.0001509,14.85929429,-1
28495,ESSAIM-2,1 28495U 04049D   26027.27070253  .00003942  00000-0  40976-3 0  9995,2 28495  98.2391 288.3207 0001260 142.9479 217.1825 14.90510367139541,98.2391,604.3589033120796,288.3207,142.9479,0.000126,14.90510367,-1
28496,ESSAIM-3,1 28496U 04049E   26027.27621003  .00005603  00000-0  50817-3 0  9992,2 28496  98.2174 317.1355 0002159  48.4562 311.6842 14.95753054141658,98.2174,588.675592403477,317.1355,48.4562,0.0002159,14.95753054,76
28497,ESSAIM-4,1 28497U 04049F   26027.26348239  .00002831  00000-0  31725-3 0  9996,2 28497  98.2730 268.7040 0002119  68.7282 291.4159 14.87707935138503,98.273,613.7157854199559,268.704,68.7282,0.0002119,14.87707935,-1
28498,PARASOL,1 28498U 04049G   26027.07305083  .00001787  00000-0  27778-3 0  9998,2 28498  98.5004 211.8635 0015202 110.1017 250.1827 14.74335208128447,98.5004,665.0793708360158,211.8635,110.1017,0.0015202,14.74335208,-1
28649,CARTOSAT-1,1 28649U 05017A   26027.06417938  .00002422  00000-0  25285-3 0  9992,2 28649  97.5465  56.4641 0001993 122.7192 237.4219 14.90597515122794,97.5465,604.5982332156348,56.4641,122.7192,0.0001993,14.90597515,163
28650,HAMSAT,1 28650U 05017B   26027.28374034  .00007905  00000-0  51239-3 0  9996,2 28650  98.0020  44.4460 0020711 149.9398 210.3023 15.08229931125513,98.002,563.0772398002939,44.446,149.9398,0.0020711,15.08229931,126
28737,SJ-7,1 28737U 05024A   26027.05283166  .00012316  00000-0  58715-3 0  9998,2 28737  97.7455  53.4828 0017211 156.5358 203.6665 15.19125037126585,97.7455,527.473210087629,53.4828,156.5358,0.0017211,15.19125037,141
28809,OICETS,1 28809U 05031A   26027.22618822  .00008741  00000-0  37922-3 0  9990,2 28809  98.0831 271.6636 0020586 140.9072 219.3654 15.22426812117140,98.0831,519.8163958489346,271.6636,140.9072,0.0020586,15.22426812,-1
28810,INDEX,1 28810U 05031B   26027.25712266  .00010404  00000-0  65588-3 0  9990,2 28810  97.9975 144.9727 0019577 228.0295 131.9265 15.09181627109724,97.9975,559.3774594385177,144.9727,228.0295,0.0019577,15.09181627,-1
28890,BEIJING 1 (TSINGHUA),1 28890U 05043A   26027.30688626  .00000582  00000-0  12191-3 0  9997,2 28890  98.2676 159.9309 0014797   7.6555 352.4869 14.63417548 80041,98.2676,699.7446396277659,159.9309,7.6555,0.0014797,14.63417548,-1
28891,TOPSAT,1 28891U 05043B   26027.27273123  .00000985  00000-0  19550-3 0  9999,2 28891  98.2842 164.3183 0015949   9.8809 350.2704 14.64377449 79973,98.2842,697.4673722567084,164.3183,9.8809,0.0015949,14.64377449,-1
28892,UWE-1,1 28892U 05043C   26026.39280439  .00002957  00000-0  48291-3 0  9995,2 28892  98.2844 179.7800 0012980 301.8094  58.1847 14.71627425 80902,98.2844,672.1446556747267,179.78,301.8094,0.001298,14.71627425,140
28893,SINAH 1,1 28893U 05043D   26027.26966527  .00000797  00000-0  16118-3 0  9995,2 28893  98.2629 160.9579 0014463   2.6670 357.4607 14.64022986 79903,98.2629,697.5593800584031,160.9579,2.667,0.0014463,14.64022986,195
28894,SSETI-EXPRESS,1 28894U 05043E   26027.30673182  .00001221  00000-0  23592-3 0  9990,2 28894  98.2834 166.0176 0015960   5.5775 354.5603 14.65178996 79642,98.2834,694.8969602066418,166.0176,5.5775,0.001596,14.65178996,230
28895,CUBESAT XI 5,1 28895U 05043F   26026.84919727  .00003115  00000-0  50254-3 0  9996,2 28895  98.2757 179.7068 0013280 295.8189  64.1648 14.72117084 80952,98.2757,670.7937379749083,179.7068,295.8189,0.001328,14.72117084,140
28931,ALOS,1 28931U 06002A   26027.31442399  .00002635  00000-0  45102-3 0  9994,2 28931  98.1150 343.5010 0002156  78.7571 281.3877 14.69662232 67408,98.115,670.8014573161053,343.501,78.7571,0.0002156,14.69662232,66
29092,YAOGAN 1,1 29092U 06015A   26027.04887426  .00001541  00000-0  17600-3 0  9998,2 29092  97.7587  51.2184 0001429  85.1591 274.9789 14.87487010 68823,97.7587,613.9254680339861,51.2184,85.1591,0.0001429,14.8748701,-1
29107,CLOUDSAT,1 29107U 06016A   26027.23871317  .00002193  00000-0  25753-3 0  9991,2 29107  98.4104  56.6209 0006508  72.9251 287.2675 14.86043312 53579,98.4104,621.9980946950875,56.6209,72.9251,0.0006508,14.86043312,163
29108,CALIPSO,1 29108U 06016B   26027.32026813  .00002674  00000-0  46494-3 0  9994,2 29108  98.4529  38.1693 0001391  70.5476 289.5878 14.69008255 52376,98.4529,672.3524860153748,38.1693,70.5476,0.0001391,14.69008255,-1
29228,RESURS DK-1,1 29228U 06021A   26027.27057820  .00004597  00000-0  26958-3 0  9998,2 29228  69.9346 344.1416 0005136 214.8921 145.1909 15.12475292 81261,69.9346,539.3383454844886,344.1416,214.8921,0.0005136,15.12475292,-1
29268,KOMPSAT 2,1 29268U 06031A   26027.30435792  .00000513  00000-0  10505-3 0  9990,2 29268  97.8278 218.5597 0014857 155.7438  17.3533 14.64546106 40851,97.8278,696.1541040906832,218.5597,155.7438,0.0014857,14.64546106,139
29479,HINODE (SOLAR B),1 29479U 06041A   26027.00590065  .00001232  00000-0  22099-3 0  9997,2 29479  98.0638  45.1969 0017948  20.2190 339.9722 14.68396736 34155,98.0638,685.9711301233415,45.1969,20.219,0.0017948,14.68396736,126
29505,SHIJIAN 6 02A (SJ-6 02A),1 29505U 06046A   26027.24335177  .00010953  00000-0  58905-3 0  9994,2 29505  97.6578  67.2890 0001692 263.2038  96.9002 15.15045717 50916,97.6578,529.1440774959931,67.289,263.2038,0.0001692,15.15045717,184
29506,SHIJIAN 6 02B (SJ-6 02B),1 29506U 06046B   26027.29668126  .00003631  00000-0  29040-3 0  9996,2 29506  97.6985  57.3984 0012821 174.8616 185.2742 15.00778477 49605,97.6985,580.5326216711178,57.3984,174.8616,0.0012821,15.00778477,163
29709,LAPAN-TUBSAT,1 29709U 07001A   26027.24068096  .00000721  00000-0  89553-4 0  9991,2 29709  98.1301  23.3453 0010847 287.6013  72.4017 14.85757843 30228,98.1301,625.9264851490268,23.3453,287.6013,0.0010847,14.85757843,188
31117,EGYPTSAT 1,1 31117U 07012A   26026.84846312  .00002351  00000-0  32258-3 0  9999,2 31117  98.0417 342.7629 0004445 182.5360 177.5830 14.79367525  8816,98.0417,641.573966402472,342.7629,182.536,0.0004445,14.79367525,66
31118,SAUDISAT 3,1 31118U 07012B   26027.28542799  .00000758  00000-0  13078-3 0  9999,2 31118  98.1288 337.7473 0013786 320.0682  39.9510 14.71309511  7020,98.1288,673.7262099077665,337.7473,320.0682,0.0013786,14.71309511,78
31125,SAUDICOMSAT 3,1 31125U 07012J   26026.86171088  .00001607  00000-0  27104-3 0  9998,2 31125  98.2974 359.6014 0040153 137.3667 223.0667 14.70408641  4057,98.2974,695.1601274624215,359.6014,137.3667,0.0040153,14.70408641,-1
31490,YAOGAN 2,1 31490U 07019A   26027.30071111  .00001614  00000-0  20788-3 0  9995,2 31490  98.2816 243.0868 0020970  11.7857 348.3841 14.82416551  6746,98.2816,643.5222936951453,243.0868,11.7857,0.002097,14.82416551,-1
31598,SKYMED 1,1 31598U 07023A   26027.27197666  .00006630  00000-0  59336-3 0  9993,2 31598  97.8854 217.9839 0001483  88.4710 271.6681 14.96184736  8718,97.8854,586.8665669629155,217.9839,88.471,0.0001483,14.96184736,139
31698,TERRA SAR X,1 31698U 07026A   26026.50905568  .00002730  00000-0  13313-3 0  9992,2 31698  97.4466  36.2366 0001688  89.9678 270.1749 15.19150128 31716,97.4466,516.7072673984981,36.2366,89.9678,0.0001688,15.19150128,285
32060,WORLDVIEW 1,1 32060U 07041A   26027.27603389  .00013543  00000-0  55055-3 0  9997,2 32060  97.3816 149.0829 0003095 199.5756 160.5363 15.24660398 21415,97.3816,501.0686296793753,149.0829,199.5756,0.0003095,15.24660398,-1
32289,YAOGAN 3,1 32289U 07055A   26027.28111025  .00002988  00000-0  31460-3 0  9992,2 32289  97.8332  58.4926 0001477 109.5206 250.6172 14.90130780984876,97.8332,605.6947990760971,58.4926,109.5206,0.0001477,14.9013078,163
32376,SKYMED 2,1 32376U 07059A   26027.26647991  .00000928  00000-0  12302-3 0  9993,2 32376  97.8825 212.9089 0001254  85.6087 274.5269 14.82184539981120,97.8825,630.4519493702305,212.9089,85.6087,0.0001254,14.82184539,210
32783,CARTOSAT 2A,1 32783U 08021A   26027.27063402  .00000924  00000-0  13172-3 0  9997,2 32783  97.7863  80.6568 0011107 203.1775 156.8938 14.79018298957979,97.7863,647.3482355414974,80.6568,203.1775,0.0011107,14.79018298,-1
32784,CANX-6,1 32784U 08021B   26026.84641285  .00006369  00000-0  48980-3 0  9995,2 32784  97.8973   3.4543 0008369 236.2418 123.8009 15.02044532962905,97.8973,573.5367089308006,3.4543,236.2418,0.0008369,15.02044532,-1
32785,CUTE-1.7+APD 2,1 32785U 08021C   26027.24339653  .00008913  00000-0  58683-3 0  9992,2 32785  97.8138   6.0146 0010390 138.7104 221.4911 15.07730993963942,97.8138,557.463459195626,6.0146,138.7104,0.001039,15.07730993,173
32786,IMS-1,1 32786U 08021D   26026.86712079  .00007951  00000-0  59574-3 0  9998,2 32786  97.9365   9.5513 0003936 175.0363 185.0901 15.02973259961964,97.9365,567.6009337936332,9.5513,175.0363,0.0003936,15.02973259,129
32790,CANX-2,1 32790U 08021H   26026.60846295  .00007717  00000-0  55774-3 0  9991,2 32790  97.8498   3.8885 0011104 154.6320 205.5453 15.04298879963519,97.8498,568.4927513874071,3.8885,154.632,0.0011104,15.04298879,-1
32791,SEEDS,1 32791U 08021J   26026.94749465  .00027229  00000-0  10223-2 0  9999,2 32791  97.7481  18.7201 0005634  87.7025 272.4858 15.27160883965698,97.7481,495.3076695909528,18.7201,87.7025,0.0005634,15.27160883,156
32792,RUBIN 8/PSLV,1 32792U 08021K   26027.28825161  .00002281  00000-0  26637-3 0  9994,2 32792  98.1413  25.6743 0025859  73.6562 286.7493 14.85958891958173,98.1413,635.7868136750785,25.6743,73.6562,0.0025859,14.85958891,187
33053,GLAST,1 33053U 08029A   26026.55862363  .00005961  00000-0  23246-3 0  9998,2 33053  25.5818 107.2254 0008944  96.4732 263.6825 15.22967780974214,25.5818,510.1806124429181,107.2254,96.4732,0.0008944,15.2296778,-1
33060,ORBCOMM FM 38,1 33060U 08031A   26026.80642688  .00003675  00000-0  47885-3 0  9998,2 33060  48.4403 328.6748 0005088 286.3504  73.6852 14.82520751947910,48.4403,632.0769787500379,328.6748,286.3504,0.0005088,14.82520751,-1
33061,ORBCOMM FM 41,1 33061U 08031B   26027.09520133  .00003584  00000-0  47283-3 0  9992,2 33061  48.4443 335.8763 0004316 272.7890 182.8273 14.82065248947434,48.4443,632.9713316869214,335.8763,272.789,0.0004316,14.82065248,-1
33062,ORBCOMM FM 29,1 33062U 08031C   26027.12798776  .00004105  00000-0  53538-3 0  9997,2 33062  48.4393 343.2164 0005996 272.1683 184.4540 14.82228645947354,48.4393,633.6326623845464,343.2164,272.1683,0.0005996,14.82228645,-1
33063,ORBCOMM FM 39,1 33063U 08031D   26027.16687279  .00003314  00000-0  45410-3 0  9998,2 33063  48.4407   9.8663 0006850 243.4179 116.6035 14.80634709946974,48.4407,639.2571216175594,9.8663,243.4179,0.000685,14.80634709,-1
33064,ORBCOMM FM 37,1 33064U 08031E   26026.98348273  .00003006  00000-0  41270-3 0  9994,2 33064  48.4403 358.9130 0005533 262.0010 163.8589 14.80828484947206,48.4403,637.7230146832503,358.913,262.001,0.0005533,14.80828484,-1
33065,ORBCOMM FM 40,1 33065U 08031F   26026.86407802  .00004336  00000-0  54842-3 0  9992,2 33065  48.4420 339.5435 0006447 276.8986 111.8566 14.83409072947354,48.442,630.2317505468568,339.5435,276.8986,0.0006447,14.83409072,-1
33312,RAPIDEYE 2,1 33312U 08040A   26027.32676411  .00003035  00000-0  21899-3 0  9994,2 33312  97.4418  62.3785 0017848 346.0014  14.0715 15.04727739944789,97.4418,571.8480611317298,62.3785,346.0014,0.0017848,15.04727739,185
33313,RAPIDEYE 5,1 33313U 08040B   26027.33540301  .00003548  00000-0  27470-3 0  9994,2 33313  97.4003  51.9828 0012527 228.2452 131.7703 15.02001073944359,97.4003,576.5558435348663,51.9828,228.2452,0.0012527,15.02001073,225
33314,RAPIDEYE 1,1 33314U 08040C   26027.08649835  .00003220  00000-0  24293-3 0  9996,2 33314  97.4295  60.9483 0025674 302.0013  57.8718 15.02859663944463,97.4295,583.0285288020997,60.9483,302.0013,0.0025674,15.02859663,186
33315,RAPIDEYE 3,1 33315U 08040D   26027.03329001  .00003967  00000-0  27393-3 0  9994,2 33315  97.4025  62.8712 0011451 153.4760 206.7056 15.06262659945026,97.4025,562.7002189836102,62.8712,153.476,0.0011451,15.06262659,185
33316,RAPIDEYE 4,1 33316U 08040E   26027.02800509  .00004101  00000-0  30427-3 0  9994,2 33316  97.4060  57.6297 0009390 164.0032 196.1493 15.03556969944567,97.406,569.5868627931261,57.6297,164.0032,0.000939,15.03556969,163
33320,HJ-1A,1 33320U 08041A   26027.29266010  .00002499  00000-0  30868-3 0  9999,2 33320  97.6588  18.7043 0017712 239.0268 120.9207 14.83573418937517,97.6588,637.5959141838346,18.7043,239.0268,0.0017712,14.83573418,156
33321,HJ-1B,1 33321U 08041B   26027.26911251  .00002945  00000-0  36503-3 0  9999,2 33321  97.6442  22.2578 0035038 286.8874  72.8500 14.82981832937528,97.6442,651.5845338210416,22.2578,286.8874,0.0035038,14.82981832,188
33331,GEOEYE 1,1 33331U 08042A   26027.22103870  .00001010  00000-0  19857-3 0  9992,2 33331  98.1288 102.9284 0004659 128.7006 231.4615 14.64709152929512,98.1288,688.4337767247279,102.9284,128.7006,0.0004659,14.64709152,-1
33393,DEMOSAT/FALCON 1,1 33393U 08048A   26026.71881602  .00005592  00000-0  42471-3 0  9992,2 33393   9.3444 132.4459 0009743 127.7990 232.3093 14.95875080941691,9.3444,593.573888588693,132.4459,127.799,0.0009743,14.9587508,4
33408,SHIJIAN 6 03A (SJ-6 03A),1 33408U 08053A   26027.23051838  .00010144  00000-0  53905-3 0  9996,2 33408  97.8589  55.6934 0012964 132.4389 227.7941 15.15430807941606,97.8589,535.7502949563237,55.6934,132.4389,0.0012964,15.15430807,163
33409,SHIJIAN 6 03B (SJ-6 03B),1 33409U 08053B   26027.32168249  .00003661  00000-0  27151-3 0  9992,2 33409  97.8688  44.8655 0020176 153.4281 206.7983 15.03581687941574,97.8688,576.9898086224608,44.8655,153.4281,0.0020176,15.03581687,126
33412,SKYMED 3,1 33412U 08054A   26027.32723103  .00004644  00000-0  32340-3 0  9991,2 33412  97.8460 243.4961 0016907  28.0966 332.1169 15.05849582935731,97.846,567.7475634632996,243.4961,28.0966,0.0016907,15.05849582,-1
33446,YAOGAN 4,1 33446U 08061A   26027.28966718  .00002372  00000-0  29899-3 0  9993,2 33446  97.9215 321.9567 0014628 163.9278 196.2402 14.82848078924789,97.9215,637.7229134087413,321.9567,163.9278,0.0014628,14.82848078,64
33492,GOSAT (IBUKI),1 33492U 09002A   26027.27436005  .00001526  00000-0  27748-3 0  9991,2 33492  98.0763 140.2446 0001438 100.3106 259.8261 14.67537773910793,98.0763,677.0898106282167,140.2446,100.3106,0.0001438,14.67537773,93
33494,SPRITE-SAT (RISING),1 33494U 09002C   26027.27021285  .00001358  00000-0  20886-3 0  9992,2 33494  98.1635 291.1499 0004797  90.7274 269.4484 14.75148742913034,98.1635,655.1849944369038,291.1499,90.7274,0.0004797,14.75148742,123
33495,KAGAYAKI,1 33495U 09002D   26027.31706147  .00000856  00000-0  13591-3 0  9992,2 33495  98.1337 292.4517 0008862 115.9179 244.2943 14.74663154913455,98.1337,659.5827340295166,292.4517,115.9179,0.0008862,14.74663154,161
33496,SOHLA-1 (MAIDO-1),1 33496U 09002E   26027.24978269  .00001117  00000-0  17443-3 0  9992,2 33496  98.1513 291.1321 0007164 102.5887 257.6122 14.74850382913215,98.1513,657.7950783125674,291.1321,102.5887,0.0007164,14.74850382,123
33497,SDS-1,1 33497U 09002F   26027.26823768  .00001459  00000-0  22832-3 0  9995,2 33497  98.2065 284.8253 0002645  43.1656 316.9759 14.74301637912796,98.2065,656.36425388622,284.8253,43.1656,0.0002645,14.74301637,275
33498,STARS (KUKAI),1 33498U 09002G   26027.27997393  .00007642  00000-0  71350-3 0  9992,2 33498  98.1411 329.0918 0007121 278.7926  81.2487 14.94461227917420,98.1411,596.1403245385625,329.0918,278.7926,0.0007121,14.94461227,38
33499,KKS-1 (KISEKI),1 33499U 09002H   26027.29989353  .00003173  00000-0  40031-3 0  9999,2 33499  98.1185 307.5709 0008846  35.4897 324.6903 14.82649657915313,98.1185,634.3013260543057,307.5709,35.4897,0.0008846,14.82649657,115
33504,KORONAS-FOTON,1 33504U 09003A   26026.79943320  .00014913  00000-0  34567-3 0  9996,2 33504  82.4325 319.3846 0009598 317.8007  42.2500 15.42236154939289,82.4325,453.1917910143854,319.3846,317.8007,0.0009598,15.42236154,1
35578,RAZAKSAT,1 35578U 09037A   26027.27753680  .00001816  00000-0  20180-3 0  9992,2 35578   8.9875  84.0478 0016090 297.9043  61.9519 14.70149232888129,8.9875,679.0540298240707,84.0478,297.9043,0.001609,14.70149232,5
35681,DEIMOS 1,1 35681U 09041A   26027.30149882  .00001477  00000-0  22642-3 0  9997,2 35681  97.7190 190.7963 0000557  19.6572 340.4659 14.75041520886114,97.719,652.547664803396,190.7963,19.6572,5.57e-05,14.7504152,152
