Satellite 	COSPAR 	Date 	LS 		Launch Vehicle 	Remarks
Starlink v1.5 G4-18-19 (Starlink 3936) 	2022-053U 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-20 (Starlink 3934) 	2022-053V 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-21 (Starlink 4006) 	2022-053W 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-22 (Starlink 4028) 	2022-053X 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-23 (Starlink 4074) 	2022-053Y 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-24 (Starlink 4031) 	2022-053Z 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-25 (Starlink 3774) 	2022-053AA 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-26 (Starlink 4068) 	2022-053AB 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-27 (Starlink 4017) 	2022-053AC 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-28 (Starlink 4039) 	2022-053AD 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-29 (Starlink 4014) 	2022-053AE 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-30 (Starlink 4029) 	2022-053AF 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-31 (Starlink 4005) 	2022-053AG 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-32 (Starlink 3981) 	2022-053AH 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-33 (Starlink 4032) 	2022-053AJ 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-34 (Starlink 4078) 	2022-053AK 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-35 (Starlink 4035) 	2022-053AL 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-36 (Starlink 3945) 	2022-053AM 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-37 (Starlink 3993) 	2022-053AN 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-38 (Starlink 3946) 	2022-053AP 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-39 (Starlink 4072) 	2022-053AQ 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-40 (Starlink 4041) 	2022-053AR 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-41 (Starlink 4025) 	2022-053AS 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-42 (Starlink 4018) 	2022-053AT 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-43 (Starlink 4030) 	2022-053AU 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-44 (Starlink 3987) 	2022-053AV 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-45 (Starlink 4034) 	2022-053AW 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-46 (Starlink 4003) 	2022-053AX 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-47 (Starlink 4033) 	2022-053AY 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-48 (Starlink 4020) 	2022-053AZ 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-49 (Starlink 3999) 	2022-053BA 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-50 (Starlink 3844) 	2022-053BB 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-51 (Starlink 3970) 	2022-053BC 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-52 (Starlink 4007) 	2022-053BD 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-18-53 (Starlink 3962) 	2022-053BE 	18.05.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-18-1, …, G4-18-53
Starlink v1.5 G4-19-1 (Starlink 4091) 	2022-062A 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-2 (Starlink 4089) 	2022-062B 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-3 (Starlink 4083) 	2022-062C 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-4 (Starlink 4086) 	2022-062D 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-5 (Starlink 4108) 	2022-062E 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-6 (Starlink 4080) 	2022-062F 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-7 (Starlink 4043) 	2022-062G 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-8 (Starlink 4036) 	2022-062H 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-9 (Starlink 4092) 	2022-062J 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-10 (Starlink 4048) 	2022-062K 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-11 (Starlink 4049) 	2022-062L 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-12 (Starlink 4065) 	2022-062M 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-13 (Starlink 4046) 	2022-062N 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-14 (Starlink 4188) 	2022-062P 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-15 (Starlink 4208) 	2022-062Q 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-16 (Starlink 4168) 	2022-062R 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-17 (Starlink 4212) 	2022-062S 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-18 (Starlink 4206) 	2022-062T 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-19 (Starlink 4202) 	2022-062U 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-20 (Starlink 4197) 	2022-062V 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-21 (Starlink 4187) 	2022-062W 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-22 (Starlink 3809) 	2022-062X 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-23 (Starlink 4184) 	2022-062Y 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-24 (Starlink 4189) 	2022-062Z 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-25 (Starlink 4204) 	2022-062AA 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-26 (Starlink 4209) 	2022-062AB 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-27 (Starlink 4201) 	2022-062AC 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-28 (Starlink 4199) 	2022-062AD 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-29 (Starlink 4198) 	2022-062AE 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-30 (Starlink 4196) 	2022-062AF 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-31 (Starlink 4191) 	2022-062AG 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-32 (Starlink 4112) 	2022-062AH 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-33 (Starlink 4010) 	2022-062AJ 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-34 (Starlink 4270) 	2022-062AK 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-35 (Starlink 4267) 	2022-062AL 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-36 (Starlink 4274) 	2022-062AM 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-37 (Starlink 4272) 	2022-062AN 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-38 (Starlink 4126) 	2022-062AP 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-39 (Starlink 4261) 	2022-062AQ 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-40 (Starlink 4266) 	2022-062AR 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-41 (Starlink 4195) 	2022-062AS 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-42 (Starlink 4207) 	2022-062AT 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-43 (Starlink 4213) 	2022-062AU 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-44 (Starlink 4211) 	2022-062AV 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-45 (Starlink 4210) 	2022-062AW 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-46 (Starlink 4193) 	2022-062AX 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-47 (Starlink 4200) 	2022-062AY 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-48 (Starlink 4214) 	2022-062AZ 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-49 (Starlink 4171) 	2022-062BA 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-50 (Starlink 4139) 	2022-062BB 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-51 (Starlink 4186) 	2022-062BC 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-52 (Starlink 4192) 	2022-062BD 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-19-53 (Starlink 4181) 	2022-062BE 	17.06.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-19-1, …, G4-19-53
Starlink v1.5 G4-20-1 (Starlink 4725) 	2022-107A 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-2 (Starlink 4711) 	2022-107B 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-3 (Starlink 4724) 	2022-107C 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-4 (Starlink 4731) 	2022-107D 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-5 (Starlink 4714) 	2022-107E 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-6 (Starlink 4717) 	2022-107F 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-7 (Starlink 4716) 	2022-107G 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-8 (Starlink 4667) 	2022-107H 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-9 (Starlink 4694) 	2022-107J 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-10 (Starlink 4685) 	2022-107K 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-11 (Starlink 4696) 	2022-107L 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-12 (Starlink 4627) 	2022-107M 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-13 (Starlink 4683) 	2022-107N 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-14 (Starlink 4698) 	2022-107P 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-15 (Starlink 4688) 	2022-107Q 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-16 (Starlink 4686) 	2022-107R 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-17 (Starlink 4699) 	2022-107S 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-18 (Starlink 4702) 	2022-107T 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-19 (Starlink 4695) 	2022-107U 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-20 (Starlink 4644) 	2022-107V 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-21 (Starlink 4642) 	2022-107W 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-22 (Starlink 4707) 	2022-107X 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-23 (Starlink 4700) 	2022-107Y 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-24 (Starlink 4705) 	2022-107Z 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-25 (Starlink 4663) 	2022-107AA 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-26 (Starlink 4704) 	2022-107AB 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-27 (Starlink 4697) 	2022-107AC 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-28 (Starlink 4701) 	2022-107AD 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-29 (Starlink 4640) 	2022-107AE 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-30 (Starlink 4651) 	2022-107AF 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-31 (Starlink 4641) 	2022-107AG 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-32 (Starlink 4636) 	2022-107AH 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-33 (Starlink 4661) 	2022-107AJ 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-34 (Starlink 4574) 	2022-107AK 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-35 (Starlink 4616) 	2022-107AL 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-36 (Starlink 4618) 	2022-107AM 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-37 (Starlink 4652) 	2022-107AN 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-38 (Starlink 4646) 	2022-107AP 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-39 (Starlink 4662) 	2022-107AQ 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-40 (Starlink 4613) 	2022-107AR 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-41 (Starlink 4607) 	2022-107AS 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-42 (Starlink 4614) 	2022-107AT 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
Starlink v1.5 G4-20-43 (Starlink 4637) 	2022-107AU 	05.09.2022 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-20-1, …, G4-20-51, Sherpa-LTC 2 (Varuna-TDM)
