Satellite 	COSPAR 	Date 	LS 		Launch Vehicle 	Remarks
Starlink v1.5 G2-5-40 (Starlink 5456) 	2023-021AR 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-41 (Starlink 5455) 	2023-021AS 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-42 (Starlink 5459) 	2023-021AT 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-43 (Starlink 5423) 	2023-021AU 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-44 (Starlink 5460) 	2023-021AV 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-45 (Starlink 5461) 	2023-021AW 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-46 (Starlink 5463) 	2023-021AX 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-47 (Starlink 5462) 	2023-021AY 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-48 (Starlink 5232) 	2023-021AZ 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-49 (Starlink 5300) 	2023-021BA 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-50 (Starlink 5324) 	2023-021BB 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-5-51 (Starlink 5314) 	2023-021BC 	17.02.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-5-1, …, G2-5-51
Starlink v1.5 G2-6-1 (Starlink 5077) 	2023-014A 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-2 (Starlink 5085) 	2023-014B 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-3 (Starlink 4786) 	2023-014C 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-4 (Starlink 5230) 	2023-014D 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-5 (Starlink 5274) 	2023-014E 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-6 (Starlink 5283) 	2023-014F 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-7 (Starlink 5224) 	2023-014G 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-8 (Starlink 5275) 	2023-014H 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-9 (Starlink 5276) 	2023-014J 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-10 (Starlink 5632) 	2023-014K 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-11 (Starlink 5076) 	2023-014L 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-12 (Starlink 5071) 	2023-014M 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-13 (Starlink 5597) 	2023-014N 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-14 (Starlink 5607) 	2023-014P 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-15 (Starlink 5623) 	2023-014Q 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-16 (Starlink 5630) 	2023-014R 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-17 (Starlink 5019) 	2023-014S 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-18 (Starlink 5092) 	2023-014T 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-19 (Starlink 5047) 	2023-014U 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-20 (Starlink 5633) 	2023-014V 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-21 (Starlink 5605) 	2023-014W 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-22 (Starlink 5033) 	2023-014X 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-23 (Starlink 5060) 	2023-014Y 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-24 (Starlink 5620) 	2023-014Z 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-25 (Starlink 5618) 	2023-014AA 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-26 (Starlink 5624) 	2023-014AB 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-27 (Starlink 5616) 	2023-014AC 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-28 (Starlink 5030) 	2023-014AD 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-29 (Starlink 5629) 	2023-014AE 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-30 (Starlink 5604) 	2023-014AF 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-31 (Starlink 5598) 	2023-014AG 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-32 (Starlink 5006) 	2023-014AH 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-33 (Starlink 5068) 	2023-014AJ 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-34 (Starlink 5066) 	2023-014AK 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-35 (Starlink 5615) 	2023-014AL 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-36 (Starlink 5638) 	2023-014AM 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-37 (Starlink 5073) 	2023-014AN 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-38 (Starlink 5064) 	2023-014AP 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-39 (Starlink 5645) 	2023-014AQ 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-40 (Starlink 5642) 	2023-014AR 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-41 (Starlink 5643) 	2023-014AS 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-42 (Starlink 5637) 	2023-014AT 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-43 (Starlink 5570) 	2023-014AU 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-44 (Starlink 5621) 	2023-014AV 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-45 (Starlink 5626) 	2023-014AW 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-46 (Starlink 5640) 	2023-014AX 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-47 (Starlink 5080) 	2023-014AY 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-48 (Starlink 5074) 	2023-014AZ 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-6-49 (Starlink 5634) 	2023-014BA 	31.01.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-6-1, …, G2-6-49, ION-SCV 009, EBAD Test Mass
Starlink v1.5 G2-7-1 (Starlink 5592) 	2023-028A 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-2 (Starlink 5594) 	2023-028B 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-3 (Starlink 5602) 	2023-028C 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-4 (Starlink 5601) 	2023-028D 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-5 (Starlink 5565) 	2023-028E 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-6 (Starlink 5579) 	2023-028F 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-7 (Starlink 5539) 	2023-028G 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-8 (Starlink 5580) 	2023-028H 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-9 (Starlink 5560) 	2023-028J 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-10 (Starlink 5573) 	2023-028K 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-11 (Starlink 5577) 	2023-028L 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-12 (Starlink 5613) 	2023-028M 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-13 (Starlink 5617) 	2023-028N 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-14 (Starlink 5612) 	2023-028P 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-15 (Starlink 5619) 	2023-028Q 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-16 (Starlink 5614) 	2023-028R 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-17 (Starlink 5544) 	2023-028S 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-18 (Starlink 5072) 	2023-028T 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-19 (Starlink 5081) 	2023-028U 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-20 (Starlink 5532) 	2023-028V 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-21 (Starlink 5611) 	2023-028W 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-22 (Starlink 5603) 	2023-028X 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-23 (Starlink 5593) 	2023-028Y 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-24 (Starlink 5499) 	2023-028Z 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-25 (Starlink 5595) 	2023-028AA 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-26 (Starlink 5599) 	2023-028AB 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-27 (Starlink 5606) 	2023-028AC 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-28 (Starlink 5583) 	2023-028AD 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-29 (Starlink 5584) 	2023-028AE 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-30 (Starlink 5557) 	2023-028AF 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-31 (Starlink 5591) 	2023-028AG 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-32 (Starlink 5835) 	2023-028AH 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-33 (Starlink 5833) 	2023-028AJ 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-34 (Starlink 5812) 	2023-028AK 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-35 (Starlink 5809) 	2023-028AL 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-36 (Starlink 5810) 	2023-028AM 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-37 (Starlink 5814) 	2023-028AN 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-38 (Starlink 5816) 	2023-028AP 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-39 (Starlink 5817) 	2023-028AQ 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-40 (Starlink 5819) 	2023-028AR 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-41 (Starlink 5820) 	2023-028AS 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-42 (Starlink 5826) 	2023-028AT 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-43 (Starlink 5825) 	2023-028AU 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-44 (Starlink 5797) 	2023-028AV 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-45 (Starlink 5818) 	2023-028AW 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-46 (Starlink 5823) 	2023-028AX 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-47 (Starlink 5811) 	2023-028AY 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-48 (Starlink 5804) 	2023-028AZ 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-49 (Starlink 5815) 	2023-028BA 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-50 (Starlink 5813) 	2023-028BB 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-7-51 (Starlink 5807) 	2023-028BC 	03.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-7-1, …, G2-7-51
Starlink v1.5 G2-8-1 (Starlink 5856) 	2023-037A 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-2 (Starlink 5859) 	2023-037B 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-3 (Starlink 5796) 	2023-037C 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-4 (Starlink 5855) 	2023-037D 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-5 (Starlink 5867) 	2023-037E 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-6 (Starlink 5871) 	2023-037F 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-7 (Starlink 5862) 	2023-037G 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-8 (Starlink 5861) 	2023-037H 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-9 (Starlink 5863) 	2023-037J 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-10 (Starlink 5854) 	2023-037K 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-11 (Starlink 5849) 	2023-037L 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-12 (Starlink 5922) 	2023-037M 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-13 (Starlink 5921) 	2023-037N 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-14 (Starlink 5919) 	2023-037P 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-15 (Starlink 5930) 	2023-037Q 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-16 (Starlink 5898) 	2023-037R 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-17 (Starlink 5896) 	2023-037S 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-18 (Starlink 5897) 	2023-037T 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-19 (Starlink 5848) 	2023-037U 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
Starlink v1.5 G2-8-20 (Starlink 5852) 	2023-037V 	17.03.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G2-8-1, …, G2-8-52
